,x,y,time,bird,type
0,0.0,27.0,1,1,communicators
1,2.0,29.0,2,1,communicators
2,4.0,28.0,3,1,communicators
3,4.0,25.0,4,1,communicators
4,2.0,23.0,5,1,communicators
5,2.0,20.0,6,1,communicators
6,2.0,20.0,7,1,communicators
7,0.0,20.0,8,1,communicators
8,0.0,17.0,9,1,communicators
9,1.0,17.0,10,1,communicators
10,3.0,15.0,11,1,communicators
11,6.0,15.0,12,1,communicators
12,9.0,15.0,13,1,communicators
13,9.0,16.0,14,1,communicators
14,7.0,15.0,15,1,communicators
15,5.0,13.0,16,1,communicators
16,7.0,11.0,17,1,communicators
17,9.0,9.0,18,1,communicators
18,10.0,10.0,19,1,communicators
19,10.0,8.0,20,1,communicators
20,11.0,7.0,21,1,communicators
21,13.0,8.0,22,1,communicators
22,12.0,7.0,23,1,communicators
23,13.0,9.0,24,1,communicators
24,14.0,7.0,25,1,communicators
25,16.0,8.0,26,1,communicators
26,15.0,6.0,27,1,communicators
27,17.0,5.0,28,1,communicators
28,14.0,5.0,29,1,communicators
29,11.0,5.0,30,1,communicators
30,9.0,3.0,31,1,communicators
31,10.0,2.0,32,1,communicators
32,8.0,4.0,33,1,communicators
33,10.0,2.0,34,1,communicators
34,8.0,0.0,35,1,communicators
35,10.0,1.0,36,1,communicators
36,11.0,2.0,37,1,communicators
37,13.0,0.0,38,1,communicators
38,11.0,2.0,39,1,communicators
39,8.0,2.0,40,1,communicators
40,5.0,2.0,41,1,communicators
41,5.0,5.0,42,1,communicators
42,7.0,6.0,43,1,communicators
43,9.0,6.0,44,1,communicators
44,12.0,6.0,45,1,communicators
45,14.0,8.0,46,1,communicators
46,16.0,8.0,47,1,communicators
47,17.0,9.0,48,1,communicators
48,18.0,10.0,49,1,communicators
49,0.0,0.0,50,1,communicators
0,1.0,9.0,1,2,communicators
1,1.0,6.0,2,2,communicators
2,2.0,5.0,3,2,communicators
3,2.0,5.0,4,2,communicators
4,2.0,5.0,5,2,communicators
5,2.0,5.0,6,2,communicators
6,2.0,6.0,7,2,communicators
7,0.0,8.0,8,2,communicators
8,2.0,10.0,9,2,communicators
9,5.0,10.0,10,2,communicators
10,7.0,10.0,11,2,communicators
11,7.0,10.0,12,2,communicators
12,7.0,10.0,13,2,communicators
13,7.0,10.0,14,2,communicators
14,9.0,8.0,15,2,communicators
15,9.0,7.0,16,2,communicators
16,9.0,7.0,17,2,communicators
17,9.0,7.0,18,2,communicators
18,11.0,5.0,19,2,communicators
19,12.0,6.0,20,2,communicators
20,12.0,7.0,21,2,communicators
21,10.0,6.0,22,2,communicators
22,11.0,8.0,23,2,communicators
23,9.0,9.0,24,2,communicators
24,8.0,7.0,25,2,communicators
25,8.0,10.0,26,2,communicators
26,8.0,9.0,27,2,communicators
27,9.0,8.0,28,2,communicators
28,10.0,6.0,29,2,communicators
29,10.0,3.0,30,2,communicators
30,13.0,3.0,31,2,communicators
31,14.0,5.0,32,2,communicators
32,15.0,5.0,33,2,communicators
33,17.0,4.0,34,2,communicators
34,17.0,4.0,35,2,communicators
35,19.0,2.0,36,2,communicators
36,20.0,4.0,37,2,communicators
37,22.0,2.0,38,2,communicators
38,20.0,4.0,39,2,communicators
39,20.0,7.0,40,2,communicators
40,22.0,9.0,41,2,communicators
41,24.0,9.0,42,2,communicators
42,24.0,9.0,43,2,communicators
43,24.0,9.0,44,2,communicators
44,24.0,9.0,45,2,communicators
45,22.0,10.0,46,2,communicators
46,22.0,10.0,47,2,communicators
47,20.0,9.0,48,2,communicators
48,21.0,11.0,49,2,communicators
49,0.0,0.0,50,2,communicators
0,26.0,8.0,1,3,communicators
1,26.0,8.0,2,3,communicators
2,26.0,11.0,3,3,communicators
3,24.0,13.0,4,3,communicators
4,23.0,15.0,5,3,communicators
5,21.0,17.0,6,3,communicators
6,19.0,19.0,7,3,communicators
7,16.0,19.0,8,3,communicators
8,15.0,20.0,9,3,communicators
9,15.0,23.0,10,3,communicators
10,15.0,26.0,11,3,communicators
11,15.0,26.0,12,3,communicators
12,15.0,26.0,13,3,communicators
13,13.0,24.0,14,3,communicators
14,10.0,24.0,15,3,communicators
15,10.0,23.0,16,3,communicators
16,10.0,23.0,17,3,communicators
17,10.0,20.0,18,3,communicators
18,12.0,18.0,19,3,communicators
19,11.0,16.0,20,3,communicators
20,13.0,18.0,21,3,communicators
21,14.0,20.0,22,3,communicators
22,12.0,20.0,23,3,communicators
23,12.0,23.0,24,3,communicators
24,14.0,24.0,25,3,communicators
25,16.0,22.0,26,3,communicators
26,18.0,21.0,27,3,communicators
27,18.0,21.0,28,3,communicators
28,20.0,23.0,29,3,communicators
29,22.0,25.0,30,3,communicators
30,24.0,26.0,31,3,communicators
31,24.0,26.0,32,3,communicators
32,24.0,26.0,33,3,communicators
33,26.0,25.0,34,3,communicators
34,27.0,23.0,35,3,communicators
35,28.0,22.0,36,3,communicators
36,28.0,22.0,37,3,communicators
37,28.0,25.0,38,3,communicators
38,28.0,25.0,39,3,communicators
39,25.0,25.0,40,3,communicators
40,24.0,23.0,41,3,communicators
41,21.0,23.0,42,3,communicators
42,20.0,24.0,43,3,communicators
43,20.0,21.0,44,3,communicators
44,20.0,18.0,45,3,communicators
45,22.0,16.0,46,3,communicators
46,22.0,19.0,47,3,communicators
47,21.0,18.0,48,3,communicators
48,23.0,20.0,49,3,communicators
49,0.0,0.0,50,3,communicators
0,29.0,10.0,1,4,communicators
1,28.0,11.0,2,4,communicators
2,26.0,13.0,3,4,communicators
3,24.0,15.0,4,4,communicators
4,23.0,15.0,5,4,communicators
5,21.0,17.0,6,4,communicators
6,19.0,19.0,7,4,communicators
7,16.0,19.0,8,4,communicators
8,15.0,20.0,9,4,communicators
9,15.0,18.0,10,4,communicators
10,15.0,15.0,11,4,communicators
11,17.0,13.0,12,4,communicators
12,14.0,13.0,13,4,communicators
13,11.0,13.0,14,4,communicators
14,12.0,14.0,15,4,communicators
15,10.0,12.0,16,4,communicators
16,10.0,9.0,17,4,communicators
17,9.0,7.0,18,4,communicators
18,9.0,4.0,19,4,communicators
19,7.0,5.0,20,4,communicators
20,4.0,5.0,21,4,communicators
21,7.0,5.0,22,4,communicators
22,6.0,5.0,23,4,communicators
23,7.0,4.0,24,4,communicators
24,5.0,6.0,25,4,communicators
25,4.0,6.0,26,4,communicators
26,7.0,6.0,27,4,communicators
27,7.0,8.0,28,4,communicators
28,7.0,10.0,29,4,communicators
29,7.0,9.0,30,4,communicators
30,8.0,7.0,31,4,communicators
31,5.0,7.0,32,4,communicators
32,4.0,6.0,33,4,communicators
33,3.0,8.0,34,4,communicators
34,3.0,6.0,35,4,communicators
35,3.0,3.0,36,4,communicators
36,1.0,4.0,37,4,communicators
37,0.0,3.0,38,4,communicators
38,0.0,3.0,39,4,communicators
39,0.0,3.0,40,4,communicators
40,0.0,3.0,41,4,communicators
41,2.0,4.0,42,4,communicators
42,2.0,4.0,43,4,communicators
43,4.0,2.0,44,4,communicators
44,4.0,0.0,45,4,communicators
45,4.0,2.0,46,4,communicators
46,3.0,1.0,47,4,communicators
47,3.0,2.0,48,4,communicators
48,4.0,1.0,49,4,communicators
49,0.0,0.0,50,4,communicators
0,25.0,18.0,1,5,communicators
1,23.0,18.0,2,5,communicators
2,23.0,18.0,3,5,communicators
3,23.0,15.0,4,5,communicators
4,23.0,15.0,5,5,communicators
5,21.0,17.0,6,5,communicators
6,19.0,19.0,7,5,communicators
7,16.0,19.0,8,5,communicators
8,15.0,20.0,9,5,communicators
9,15.0,17.0,10,5,communicators
10,15.0,14.0,11,5,communicators
11,17.0,13.0,12,5,communicators
12,14.0,13.0,13,5,communicators
13,11.0,13.0,14,5,communicators
14,9.0,13.0,15,5,communicators
15,9.0,10.0,16,5,communicators
16,9.0,7.0,17,5,communicators
17,9.0,7.0,18,5,communicators
18,12.0,7.0,19,5,communicators
19,13.0,6.0,20,5,communicators
20,12.0,7.0,21,5,communicators
21,13.0,6.0,22,5,communicators
22,13.0,6.0,23,5,communicators
23,15.0,8.0,24,5,communicators
24,17.0,7.0,25,5,communicators
25,15.0,8.0,26,5,communicators
26,13.0,9.0,27,5,communicators
27,14.0,8.0,28,5,communicators
28,13.0,7.0,29,5,communicators
29,12.0,5.0,30,5,communicators
30,14.0,6.0,31,5,communicators
31,15.0,8.0,32,5,communicators
32,15.0,11.0,33,5,communicators
33,15.0,11.0,34,5,communicators
34,12.0,11.0,35,5,communicators
35,14.0,13.0,36,5,communicators
36,16.0,15.0,37,5,communicators
37,14.0,16.0,38,5,communicators
38,15.0,18.0,39,5,communicators
39,15.0,18.0,40,5,communicators
40,15.0,18.0,41,5,communicators
41,15.0,18.0,42,5,communicators
42,17.0,20.0,43,5,communicators
43,19.0,18.0,44,5,communicators
44,21.0,16.0,45,5,communicators
45,22.0,16.0,46,5,communicators
46,20.0,17.0,47,5,communicators
47,20.0,14.0,48,5,communicators
48,22.0,14.0,49,5,communicators
49,0.0,0.0,50,5,communicators
0,14.0,23.0,1,6,communicators
1,16.0,24.0,2,6,communicators
2,18.0,24.0,3,6,communicators
3,18.0,24.0,4,6,communicators
4,18.0,24.0,5,6,communicators
5,18.0,24.0,6,6,communicators
6,18.0,21.0,7,6,communicators
7,15.0,21.0,8,6,communicators
8,15.0,20.0,9,6,communicators
9,13.0,22.0,10,6,communicators
10,13.0,25.0,11,6,communicators
11,15.0,26.0,12,6,communicators
12,15.0,26.0,13,6,communicators
13,13.0,24.0,14,6,communicators
14,10.0,24.0,15,6,communicators
15,10.0,23.0,16,6,communicators
16,10.0,23.0,17,6,communicators
17,10.0,20.0,18,6,communicators
18,12.0,21.0,19,6,communicators
19,14.0,22.0,20,6,communicators
20,14.0,25.0,21,6,communicators
21,16.0,24.0,22,6,communicators
22,16.0,25.0,23,6,communicators
23,16.0,24.0,24,6,communicators
24,16.0,24.0,25,6,communicators
25,16.0,26.0,26,6,communicators
26,15.0,26.0,27,6,communicators
27,14.0,27.0,28,6,communicators
28,13.0,29.0,29,6,communicators
29,14.0,29.0,30,6,communicators
30,16.0,27.0,31,6,communicators
31,19.0,27.0,32,6,communicators
32,22.0,27.0,33,6,communicators
33,20.0,25.0,34,6,communicators
34,22.0,26.0,35,6,communicators
35,24.0,24.0,36,6,communicators
36,26.0,22.0,37,6,communicators
37,24.0,23.0,38,6,communicators
38,22.0,23.0,39,6,communicators
39,22.0,23.0,40,6,communicators
40,24.0,23.0,41,6,communicators
41,21.0,23.0,42,6,communicators
42,20.0,24.0,43,6,communicators
43,20.0,21.0,44,6,communicators
44,20.0,18.0,45,6,communicators
45,22.0,16.0,46,6,communicators
46,21.0,14.0,47,6,communicators
47,20.0,14.0,48,6,communicators
48,19.0,16.0,49,6,communicators
49,0.0,0.0,50,6,communicators
0,22.0,16.0,1,7,communicators
1,23.0,18.0,2,7,communicators
2,23.0,18.0,3,7,communicators
3,23.0,15.0,4,7,communicators
4,23.0,15.0,5,7,communicators
5,21.0,17.0,6,7,communicators
6,19.0,19.0,7,7,communicators
7,16.0,19.0,8,7,communicators
8,15.0,20.0,9,7,communicators
9,16.0,20.0,10,7,communicators
10,16.0,23.0,11,7,communicators
11,16.0,26.0,12,7,communicators
12,15.0,26.0,13,7,communicators
13,13.0,24.0,14,7,communicators
14,10.0,24.0,15,7,communicators
15,10.0,23.0,16,7,communicators
16,10.0,23.0,17,7,communicators
17,10.0,20.0,18,7,communicators
18,11.0,22.0,19,7,communicators
19,14.0,22.0,20,7,communicators
20,13.0,24.0,21,7,communicators
21,13.0,22.0,22,7,communicators
22,13.0,19.0,23,7,communicators
23,15.0,20.0,24,7,communicators
24,13.0,21.0,25,7,communicators
25,12.0,20.0,26,7,communicators
26,12.0,18.0,27,7,communicators
27,14.0,20.0,28,7,communicators
28,12.0,18.0,29,7,communicators
29,11.0,18.0,30,7,communicators
30,13.0,20.0,31,7,communicators
31,15.0,22.0,32,7,communicators
32,17.0,24.0,33,7,communicators
33,15.0,26.0,34,7,communicators
34,16.0,27.0,35,7,communicators
35,19.0,27.0,36,7,communicators
36,22.0,27.0,37,7,communicators
37,24.0,25.0,38,7,communicators
38,22.0,23.0,39,7,communicators
39,22.0,23.0,40,7,communicators
40,24.0,23.0,41,7,communicators
41,21.0,23.0,42,7,communicators
42,20.0,24.0,43,7,communicators
43,20.0,21.0,44,7,communicators
44,20.0,18.0,45,7,communicators
45,22.0,16.0,46,7,communicators
46,19.0,16.0,47,7,communicators
47,20.0,14.0,48,7,communicators
48,18.0,12.0,49,7,communicators
49,0.0,0.0,50,7,communicators
0,15.0,2.0,1,8,communicators
1,18.0,2.0,2,8,communicators
2,19.0,4.0,3,8,communicators
3,19.0,4.0,4,8,communicators
4,19.0,4.0,5,8,communicators
5,19.0,4.0,6,8,communicators
6,19.0,7.0,7,8,communicators
7,17.0,7.0,8,8,communicators
8,17.0,10.0,9,8,communicators
9,17.0,13.0,10,8,communicators
10,17.0,13.0,11,8,communicators
11,17.0,13.0,12,8,communicators
12,14.0,13.0,13,8,communicators
13,11.0,13.0,14,8,communicators
14,12.0,15.0,15,8,communicators
15,12.0,18.0,16,8,communicators
16,12.0,21.0,17,8,communicators
17,12.0,18.0,18,8,communicators
18,12.0,20.0,19,8,communicators
19,12.0,23.0,20,8,communicators
20,14.0,23.0,21,8,communicators
21,15.0,23.0,22,8,communicators
22,14.0,23.0,23,8,communicators
23,15.0,21.0,24,8,communicators
24,16.0,23.0,25,8,communicators
25,14.0,25.0,26,8,communicators
26,16.0,24.0,27,8,communicators
27,16.0,25.0,28,8,communicators
28,15.0,23.0,29,8,communicators
29,16.0,25.0,30,8,communicators
30,19.0,25.0,31,8,communicators
31,22.0,25.0,32,8,communicators
32,24.0,26.0,33,8,communicators
33,23.0,25.0,34,8,communicators
34,21.0,26.0,35,8,communicators
35,24.0,26.0,36,8,communicators
36,26.0,24.0,37,8,communicators
37,28.0,25.0,38,8,communicators
38,28.0,25.0,39,8,communicators
39,25.0,25.0,40,8,communicators
40,24.0,23.0,41,8,communicators
41,21.0,23.0,42,8,communicators
42,20.0,24.0,43,8,communicators
43,20.0,21.0,44,8,communicators
44,20.0,18.0,45,8,communicators
45,22.0,16.0,46,8,communicators
46,20.0,14.0,47,8,communicators
47,22.0,14.0,48,8,communicators
48,23.0,15.0,49,8,communicators
49,0.0,0.0,50,8,communicators
0,2.0,16.0,1,9,communicators
1,2.0,19.0,2,9,communicators
2,2.0,20.0,3,9,communicators
3,2.0,20.0,4,9,communicators
4,2.0,20.0,5,9,communicators
5,2.0,20.0,6,9,communicators
6,5.0,20.0,7,9,communicators
7,4.0,19.0,8,9,communicators
8,7.0,19.0,9,9,communicators
9,9.0,17.0,10,9,communicators
10,9.0,16.0,11,9,communicators
11,9.0,16.0,12,9,communicators
12,9.0,16.0,13,9,communicators
13,9.0,16.0,14,9,communicators
14,9.0,19.0,15,9,communicators
15,9.0,22.0,16,9,communicators
16,10.0,23.0,17,9,communicators
17,10.0,20.0,18,9,communicators
18,9.0,19.0,19,9,communicators
19,11.0,17.0,20,9,communicators
20,12.0,17.0,21,9,communicators
21,10.0,18.0,22,9,communicators
22,11.0,16.0,23,9,communicators
23,14.0,16.0,24,9,communicators
24,15.0,15.0,25,9,communicators
25,13.0,14.0,26,9,communicators
26,14.0,15.0,27,9,communicators
27,14.0,18.0,28,9,communicators
28,16.0,16.0,29,9,communicators
29,16.0,19.0,30,9,communicators
30,18.0,21.0,31,9,communicators
31,20.0,23.0,32,9,communicators
32,22.0,25.0,33,9,communicators
33,24.0,26.0,34,9,communicators
34,26.0,24.0,35,9,communicators
35,28.0,22.0,36,9,communicators
36,28.0,22.0,37,9,communicators
37,28.0,25.0,38,9,communicators
38,28.0,25.0,39,9,communicators
39,25.0,25.0,40,9,communicators
40,24.0,23.0,41,9,communicators
41,21.0,23.0,42,9,communicators
42,20.0,24.0,43,9,communicators
43,20.0,21.0,44,9,communicators
44,20.0,18.0,45,9,communicators
45,22.0,16.0,46,9,communicators
46,23.0,14.0,47,9,communicators
47,25.0,16.0,48,9,communicators
48,24.0,16.0,49,9,communicators
49,0.0,0.0,50,9,communicators
